base,arm,target,action,hashcode,qvalue,frequency
0.98398,1.79912,24,down,0_3_24,-0.98240625,4
0.98398,1.79912,24,fire,0_3_24,-0.92746875,4
0.98398,2.02744,0,left,0_4_0,0.0,0
0.98398,2.02744,0,right,0_4_0,0.0,0
0.98398,2.02744,0,up,0_4_0,0.0,0
0.98398,2.02744,0,down,0_4_0,0.0,0
0.98398,2.02744,0,fire,0_4_0,0.0,0
0.98398,2.02744,1,left,0_4_1,0.0,0
0.98398,2.02744,1,right,0_4_1,0.0,0
0.98398,2.02744,1,up,0_4_1,0.0,0
0.98398,2.02744,1,down,0_4_1,0.0,0
0.98398,2.02744,1,fire,0_4_1,0.0,0
0.98398,2.02744,2,left,0_4_2,0.0,0
0.98398,2.02744,2,right,0_4_2,0.0,0
0.98398,2.02744,2,up,0_4_2,0.0,0
0.98398,2.02744,2,down,0_4_2,0.0,0
0.98398,2.02744,2,fire,0_4_2,0.0,0
0.98398,2.02744,3,left,0_4_3,0.0,0
0.98398,2.02744,3,right,0_4_3,0.0,0
0.98398,2.02744,3,up,0_4_3,0.0,0
0.98398,2.02744,3,down,0_4_3,0.0,0
0.98398,2.02744,3,fire,0_4_3,0.0,0
0.98398,2.02744,4,left,0_4_4,0.0,0
0.98398,2.02744,4,right,0_4_4,0.0,0
0.98398,2.02744,4,up,0_4_4,0.0,0
0.98398,2.02744,4,down,0_4_4,0.0,0
0.98398,2.02744,4,fire,0_4_4,0.0,0
0.98398,2.02744,5,left,0_4_5,0.0,0
0.98398,2.02744,5,right,0_4_5,0.0,0
0.98398,2.02744,5,up,0_4_5,0.0,0
0.98398,2.02744,5,down,0_4_5,0.0,0
0.98398,2.02744,5,fire,0_4_5,0.0,0
0.98398,2.02744,6,left,0_4_6,0.0,0
0.98398,2.02744,6,right,0_4_6,0.0,0
0.98398,2.02744,6,up,0_4_6,0.0,0
0.98398,2.02744,6,down,0_4_6,0.0,0
0.98398,2.02744,6,fire,0_4_6,0.0,0
0.98398,2.02744,7,left,0_4_7,0.0,0
0.98398,2.02744,7,right,0_4_7,0.0,0
0.98398,2.02744,7,up,0_4_7,0.0,0
0.98398,2.02744,7,down,0_4_7,0.0,0
0.98398,2.02744,7,fire,0_4_7,0.0,0
0.98398,2.02744,8,left,0_4_8,0.0,0
0.98398,2.02744,8,right,0_4_8,0.0,0
0.98398,2.02744,8,up,0_4_8,0.0,0
0.98398,2.02744,8,down,0_4_8,0.0,0
0.98398,2.02744,8,fire,0_4_8,0.0,0
0.98398,2.02744,9,left,0_4_9,0.0,0
0.98398,2.02744,9,right,0_4_9,0.0,0
0.98398,2.02744,9,up,0_4_9,0.0,0
0.98398,2.02744,9,down,0_4_9,0.0,0
0.98398,2.02744,9,fire,0_4_9,0.0,0
0.98398,2.02744,10,left,0_4_10,-0.713125,3
0.98398,2.02744,10,right,0_4_10,-0.713125,3
0.98398,2.02744,10,up,0_4_10,-0.713125,3
0.98398,2.02744,10,down,0_4_10,-0.85421875,4
0.98398,2.02744,10,fire,0_4_10,-0.713125,3
0.98398,2.02744,11,left,0_4_11,-1.6514127209,8
0.98398,2.02744,11,right,0_4_11,-1.75883667217,8
0.98398,2.02744,11,up,0_4_11,-1.63789637324,8
0.98398,2.02744,11,down,0_4_11,-1.76754701543,8
0.98398,2.02744,11,fire,0_4_11,-1.68289784355,8
0.98398,2.02744,12,left,0_4_12,-1.32454054688,6
0.98398,2.02744,12,right,0_4_12,-1.33252861328,7
0.98398,2.02744,12,up,0_4_12,-1.25843242187,6
0.98398,2.02744,12,down,0_4_12,-0.395240431371,7
0.98398,2.02744,12,fire,0_4_12,-1.44019228516,7
0.98398,2.02744,13,left,0_4_13,-1.50831351953,7
0.98398,2.02744,13,right,0_4_13,-1.47270527344,7
0.98398,2.02744,13,up,0_4_13,-1.36320556641,7
0.98398,2.02744,13,down,0_4_13,-1.52702519922,7
0.98398,2.02744,13,fire,0_4_13,-1.50831351953,7
0.98398,2.02744,14,left,0_4_14,-0.4875,2
0.98398,2.02744,14,right,0_4_14,-0.628125,3
0.98398,2.02744,14,up,0_4_14,-0.4875,2
0.98398,2.02744,14,down,0_4_14,-0.628125,3
0.98398,2.02744,14,fire,0_4_14,-0.4875,2
0.98398,2.02744,15,left,0_4_15,-1.25166367188,6
0.98398,2.02744,15,right,0_4_15,-1.151134375,5
0.98398,2.02744,15,up,0_4_15,-1.1093203125,5
0.98398,2.02744,15,down,0_4_15,-1.0065703125,5
0.98398,2.02744,15,fire,0_4_15,-1.1310953125,5
0.98398,2.02744,16,left,0_4_16,-2.07996806551,11
0.98398,2.02744,16,right,0_4_16,-2.04289488525,13
0.98398,2.02744,16,up,0_4_16,-2.00631530381,10
0.98398,2.02744,16,down,0_4_16,-2.05234907192,12
0.98398,2.02744,16,fire,0_4_16,-2.09359304367,11
0.98398,2.02744,17,left,0_4_17,7.33767343958,14
0.98398,2.02744,17,right,0_4_17,3.09516250111,8
0.98398,2.02744,17,up,0_4_17,4.86242750393,8
0.98398,2.02744,17,down,0_4_17,7.74485036355,36
0.98398,2.02744,17,fire,0_4_17,7.05786696259,9
0.98398,2.02744,18,left,0_4_18,3.94448185292,32
0.98398,2.02744,18,right,0_4_18,3.40889613636,54
0.98398,2.02744,18,up,0_4_18,3.85169977686,28
0.98398,2.02744,18,down,0_4_18,3.63556697041,45
0.98398,2.02744,18,fire,0_4_18,4.18972995814,76
0.98398,2.02744,19,left,0_4_19,-0.88234375,4
0.98398,2.02744,19,right,0_4_19,-0.77109375,4
0.98398,2.02744,19,up,0_4_19,-0.83671875,4
0.98398,2.02744,19,down,0_4_19,-0.91996875,4
0.98398,2.02744,19,fire,0_4_19,-0.92746875,4
0.98398,2.02744,20,left,0_4_20,-0.4875,2
0.98398,2.02744,20,right,0_4_20,-0.4375,2
0.98398,2.02744,20,up,0_4_20,-0.665625,3
0.98398,2.02744,20,down,0_4_20,-0.4875,2
0.98398,2.02744,20,fire,0_4_20,-0.25,1
0.98398,2.02744,21,left,0_4_21,-3.07470589017,19
0.98398,2.02744,21,right,0_4_21,-2.99351361323,19
0.98398,2.02744,21,up,0_4_21,-2.99290417212,18
0.98398,2.02744,21,down,0_4_21,-3.05927943578,20
0.98398,2.02744,21,fire,0_4_21,-3.03723360453,20
0.98398,2.02744,22,left,0_4_22,6.66630328282,7
0.98398,2.02744,22,right,0_4_22,9.54210473801,61
0.98398,2.02744,22,up,0_4_22,9.33021957234,10
0.98398,2.02744,22,down,0_4_22,9.35676673974,16
0.98398,2.02744,22,fire,0_4_22,9.79632090171,4
0.98398,2.02744,23,left,0_4_23,-2.72840298355,16
0.98398,2.02744,23,right,0_4_23,-2.82068496499,17
0.98398,2.02744,23,up,0_4_23,-2.87363083288,17
0.98398,2.02744,23,down,0_4_23,-2.83586296831,17
0.98398,2.02744,23,fire,0_4_23,-2.89749484914,18
0.98398,2.02744,24,left,0_4_24,-1.1310953125,5
0.98398,2.02744,24,right,0_4_24,-1.0811015625,5
0.98398,2.02744,24,up,0_4_24,-1.0897265625,5
0.98398,2.02744,24,down,0_4_24,-1.1353140625,5
0.98398,2.02744,24,fire,0_4_24,-1.1310953125,5
1.27643,1.11416,0,left,1_0_0,0.0,0
1.27643,1.11416,0,right,1_0_0,0.0,0
1.27643,1.11416,0,up,1_0_0,0.0,0
1.27643,1.11416,0,down,1_0_0,0.0,0
1.27643,1.11416,0,fire,1_0_0,0.0,0
1.27643,1.11416,1,left,1_0_1,0.0,0
1.27643,1.11416,1,right,1_0_1,0.0,0
1.27643,1.11416,1,up,1_0_1,0.0,0
1.27643,1.11416,1,down,1_0_1,0.0,0
1.27643,1.11416,1,fire,1_0_1,0.0,0
1.27643,1.11416,2,left,1_0_2,0.0,0
1.27643,1.11416,2,right,1_0_2,0.0,0
1.27643,1.11416,2,up,1_0_2,0.0,0
1.27643,1.11416,2,down,1_0_2,0.0,0
1.27643,1.11416,2,fire,1_0_2,0.0,0
1.27643,1.11416,3,left,1_0_3,0.0,0
1.27643,1.11416,3,right,1_0_3,0.0,0
1.27643,1.11416,3,up,1_0_3,0.0,0
1.27643,1.11416,3,down,1_0_3,0.0,0
1.27643,1.11416,3,fire,1_0_3,0.0,0
1.27643,1.11416,4,left,1_0_4,0.0,0
1.27643,1.11416,4,right,1_0_4,0.0,0
1.27643,1.11416,4,up,1_0_4,0.0,0
1.27643,1.11416,4,down,1_0_4,0.0,0
1.27643,1.11416,4,fire,1_0_4,0.0,0
1.27643,1.11416,5,left,1_0_5,0.0,0
1.27643,1.11416,5,right,1_0_5,0.0,0
1.27643,1.11416,5,up,1_0_5,0.0,0
1.27643,1.11416,5,down,1_0_5,0.0,0
1.27643,1.11416,5,fire,1_0_5,0.0,0
1.27643,1.11416,6,left,1_0_6,0.0,0
1.27643,1.11416,6,right,1_0_6,0.0,0
1.27643,1.11416,6,up,1_0_6,0.0,0
1.27643,1.11416,6,down,1_0_6,0.0,0
1.27643,1.11416,6,fire,1_0_6,0.0,0
1.27643,1.11416,7,left,1_0_7,0.0,0
1.27643,1.11416,7,right,1_0_7,0.0,0
1.27643,1.11416,7,up,1_0_7,0.0,0
1.27643,1.11416,7,down,1_0_7,0.0,0
1.27643,1.11416,7,fire,1_0_7,0.0,0
1.27643,1.11416,8,left,1_0_8,0.0,0
1.27643,1.11416,8,right,1_0_8,0.0,0
1.27643,1.11416,8,up,1_0_8,0.0,0
1.27643,1.11416,8,down,1_0_8,0.0,0
1.27643,1.11416,8,fire,1_0_8,0.0,0
1.27643,1.11416,9,left,1_0_9,0.0,0
1.27643,1.11416,9,right,1_0_9,0.0,0
1.27643,1.11416,9,up,1_0_9,0.0,0
1.27643,1.11416,9,down,1_0_9,0.0,0
1.27643,1.11416,9,fire,1_0_9,0.0,0
1.27643,1.11416,10,left,1_0_10,-0.25,1
1.27643,1.11416,10,right,1_0_10,-0.25,1
1.27643,1.11416,10,up,1_0_10,0.0,0
1.27643,1.11416,10,down,1_0_10,0.0,0
1.27643,1.11416,10,fire,1_0_10,0.0,0
1.27643,1.11416,11,left,1_0_11,-1.40066783203,7
1.27643,1.11416,11,right,1_0_11,-1.65497680474,8
1.27643,1.11416,11,up,1_0_11,-1.39250826953,6
1.27643,1.11416,11,down,1_0_11,-1.32454054688,6
1.27643,1.11416,11,fire,1_0_11,-1.45629384766,7
1.27643,1.11416,12,left,1_0_12,16.5121376632,15
1.27643,1.11416,12,right,1_0_12,13.2888731714,10
1.27643,1.11416,12,up,1_0_12,13.052964203,12
1.27643,1.11416,12,down,1_0_12,13.1334753774,35
1.27643,1.11416,12,fire,1_0_12,12.8879568891,71
1.27643,1.11416,13,left,1_0_13,-1.77393870997,9
1.27643,1.11416,13,right,1_0_13,-1.72860790532,9
1.27643,1.11416,13,up,1_0_13,-1.80649951636,9
1.27643,1.11416,13,down,1_0_13,-1.74951554614,9
1.27643,1.11416,13,fire,1_0_13,-1.94784668656,11
1.27643,1.11416,14,left,1_0_14,0.0,0
1.27643,1.11416,14,right,1_0_14,0.0,0
1.27643,1.11416,14,up,1_0_14,0.0,0
1.27643,1.11416,14,down,1_0_14,0.0,0
1.27643,1.11416,14,fire,1_0_14,0.0,0
1.27643,1.11416,15,left,1_0_15,-1.21969335937,6
1.27643,1.11416,15,right,1_0_15,-1.16759179688,6
1.27643,1.11416,15,up,1_0_15,-1.1579296875,5
1.27643,1.11416,15,down,1_0_15,-1.0811015625,5
1.27643,1.11416,15,fire,1_0_15,-1.1220703125,5
1.27643,1.11416,16,left,1_0_16,-1.63802058513,26
1.27643,1.11416,16,right,1_0_16,-1.44348155605,42
1.27643,1.11416,16,up,1_0_16,-1.58826539185,12
1.27643,1.11416,16,down,1_0_16,-1.46214712864,15
1.27643,1.11416,16,fire,1_0_16,-1.66255457633,10
1.27643,1.11416,17,left,1_0_17,2.49212225712,7
1.27643,1.11416,17,right,1_0_17,15.859847596,10
1.27643,1.11416,17,up,1_0_17,15.1557674648,43
1.27643,1.11416,17,down,1_0_17,2.73460126101,5
1.27643,1.11416,17,fire,1_0_17,4.72901944752,7
1.27643,1.11416,18,left,1_0_18,-2.55172994579,15
1.27643,1.11416,18,right,1_0_18,-2.64834418168,14
1.27643,1.11416,18,up,1_0_18,-2.59670305284,16
1.27643,1.11416,18,down,1_0_18,-2.66902385036,15
1.27643,1.11416,18,fire,1_0_18,-2.51607590152,14
1.27643,1.11416,19,left,1_0_19,-0.665625,3
1.27643,1.11416,19,right,1_0_19,-0.91796875,4
1.27643,1.11416,19,up,1_0_19,-0.75625,3
1.27643,1.11416,19,down,1_0_19,-0.713125,3
1.27643,1.11416,19,fire,1_0_19,-0.4875,2
1.27643,1.11416,20,left,1_0_20,-0.5725,2
1.27643,1.11416,20,right,1_0_20,-0.665625,3
1.27643,1.11416,20,up,1_0_20,-0.525,2
1.27643,1.11416,20,down,1_0_20,-0.675625,3
1.27643,1.11416,20,fire,1_0_20,-0.4875,2
1.27643,1.11416,21,left,1_0_21,-3.07600422125,20
1.27643,1.11416,21,right,1_0_21,-3.1085900331,20
1.27643,1.11416,21,up,1_0_21,-3.14637925764,21
1.27643,1.11416,21,down,1_0_21,-3.15006973743,20
1.27643,1.11416,21,fire,1_0_21,-3.11196984804,19
1.27643,1.11416,22,left,1_0_22,7.1461713025,5
1.27643,1.11416,22,right,1_0_22,31.2271453385,38
1.27643,1.11416,22,up,1_0_22,9.09012945659,6
1.27643,1.11416,22,down,1_0_22,26.9263162608,12
1.27643,1.11416,22,fire,1_0_22,10.5177628046,5
1.27643,1.11416,23,left,1_0_23,-3.09165397238,19
1.27643,1.11416,23,right,1_0_23,-3.11189131231,20
1.27643,1.11416,23,up,1_0_23,-3.01030823979,19
1.27643,1.11416,23,down,1_0_23,-3.00863689964,19
1.27643,1.11416,23,fire,1_0_23,-3.07671459988,19
1.27643,1.11416,24,left,1_0_24,-1.0600078125,5
1.27643,1.11416,24,right,1_0_24,-0.92746875,4
1.27643,1.11416,24,up,1_0_24,-1.1108203125,5
1.27643,1.11416,24,down,1_0_24,-1.0543828125,5
1.27643,1.11416,24,fire,1_0_24,-1.1220703125,5
1.27643,1.34248,0,left,1_1_0,0.0,0
1.27643,1.34248,0,right,1_1_0,0.0,0
1.27643,1.34248,0,up,1_1_0,0.0,0
1.27643,1.34248,0,down,1_1_0,0.0,0
1.27643,1.34248,0,fire,1_1_0,0.0,0
1.27643,1.34248,1,left,1_1_1,0.0,0
1.27643,1.34248,1,right,1_1_1,0.0,0
1.27643,1.34248,1,up,1_1_1,0.0,0
1.27643,1.34248,1,down,1_1_1,0.0,0
1.27643,1.34248,1,fire,1_1_1,0.0,0
1.27643,1.34248,2,left,1_1_2,0.0,0
1.27643,1.34248,2,right,1_1_2,0.0,0
1.27643,1.34248,2,up,1_1_2,0.0,0
1.27643,1.34248,2,down,1_1_2,0.0,0
1.27643,1.34248,2,fire,1_1_2,0.0,0
1.27643,1.34248,3,left,1_1_3,0.0,0
1.27643,1.34248,3,right,1_1_3,0.0,0
1.27643,1.34248,3,up,1_1_3,0.0,0
1.27643,1.34248,3,down,1_1_3,0.0,0
1.27643,1.34248,3,fire,1_1_3,0.0,0
1.27643,1.34248,4,left,1_1_4,0.0,0
1.27643,1.34248,4,right,1_1_4,0.0,0
1.27643,1.34248,4,up,1_1_4,0.0,0
1.27643,1.34248,4,down,1_1_4,0.0,0
1.27643,1.34248,4,fire,1_1_4,0.0,0
1.27643,1.34248,5,left,1_1_5,0.0,0
1.27643,1.34248,5,right,1_1_5,0.0,0
1.27643,1.34248,5,up,1_1_5,0.0,0
1.27643,1.34248,5,down,1_1_5,0.0,0
1.27643,1.34248,5,fire,1_1_5,0.0,0
1.27643,1.34248,6,left,1_1_6,0.0,0
1.27643,1.34248,6,right,1_1_6,0.0,0
1.27643,1.34248,6,up,1_1_6,0.0,0
1.27643,1.34248,6,down,1_1_6,0.0,0
1.27643,1.34248,6,fire,1_1_6,0.0,0
1.27643,1.34248,7,left,1_1_7,0.0,0
1.27643,1.34248,7,right,1_1_7,0.0,0
1.27643,1.34248,7,up,1_1_7,0.0,0
1.27643,1.34248,7,down,1_1_7,0.0,0
1.27643,1.34248,7,fire,1_1_7,0.0,0
1.27643,1.34248,8,left,1_1_8,0.0,0
1.27643,1.34248,8,right,1_1_8,0.0,0
1.27643,1.34248,8,up,1_1_8,0.0,0
1.27643,1.34248,8,down,1_1_8,0.0,0
1.27643,1.34248,8,fire,1_1_8,0.0,0
1.27643,1.34248,9,left,1_1_9,0.0,0
1.27643,1.34248,9,right,1_1_9,0.0,0
1.27643,1.34248,9,up,1_1_9,0.0,0
1.27643,1.34248,9,down,1_1_9,0.0,0
1.27643,1.34248,9,fire,1_1_9,0.0,0
1.27643,1.34248,10,left,1_1_10,-0.25,1
1.27643,1.34248,10,right,1_1_10,-0.25,1
1.27643,1.34248,10,up,1_1_10,-0.25,1
1.27643,1.34248,10,down,1_1_10,-0.25,1
1.27643,1.34248,10,fire,1_1_10,0.0,0
1.27643,1.34248,11,left,1_1_11,-1.67762979883,8
1.27643,1.34248,11,right,1_1_11,-1.77471902153,9
1.27643,1.34248,11,up,1_1_11,-1.61745399121,8
1.27643,1.34248,11,down,1_1_11,-1.64056959985,9
1.27643,1.34248,11,fire,1_1_11,-1.94609173431,10
1.27643,1.34248,12,left,1_1_12,2.08667221857,6
1.27643,1.34248,12,right,1_1_12,-0.628125,3
1.27643,1.34248,12,up,1_1_12,1.81645678378,4
1.27643,1.34248,12,down,1_1_12,13.6121269378,12
1.27643,1.34248,12,fire,1_1_12,9.38457897188,5
1.27643,1.34248,13,left,1_1_13,-1.83747769565,9
1.27643,1.34248,13,right,1_1_13,-1.68975349688,9
1.27643,1.34248,13,up,1_1_13,-1.75173751508,8
1.27643,1.34248,13,down,1_1_13,-1.79463228325,9
1.27643,1.34248,13,fire,1_1_13,-1.67516003418,8
1.27643,1.34248,14,left,1_1_14,-0.25,1
1.27643,1.34248,14,right,1_1_14,0.0,0
1.27643,1.34248,14,up,1_1_14,-0.4875,2
1.27643,1.34248,14,down,1_1_14,0.0,0
1.27643,1.34248,14,fire,1_1_14,-0.25,1
1.27643,1.34248,15,left,1_1_15,-1.09261523437,6
1.27643,1.34248,15,right,1_1_15,-0.9614453125,5
1.27643,1.34248,15,up,1_1_15,-0.97378125,4
1.27643,1.34248,15,down,1_1_15,-1.18481835937,6
1.27643,1.34248,15,fire,1_1_15,-1.1310953125,5
1.27643,1.34248,16,left,1_1_16,-1.55608930655,12
1.27643,1.34248,16,right,1_1_16,-1.71234173731,12
1.27643,1.34248,16,up,1_1_16,-1.63783444279,11
1.27643,1.34248,16,down,1_1_16,-1.65488303555,28
1.27643,1.34248,16,fire,1_1_16,-1.52194972566,10
1.27643,1.34248,17,left,1_1_17,10.8844860894,50
1.27643,1.34248,17,right,1_1_17,14.4140274583,67
1.27643,1.34248,17,up,1_1_17,13.2966012641,79
1.27643,1.34248,17,down,1_1_17,14.0639918788,30
1.27643,1.34248,17,fire,1_1_17,13.7950507834,129
1.27643,1.34248,18,left,1_1_18,-2.469231821,14
1.27643,1.34248,18,right,1_1_18,-2.57501001828,16
1.27643,1.34248,18,up,1_1_18,3.42302240461,22
1.27643,1.34248,18,down,1_1_18,-2.60608966738,15
1.27643,1.34248,18,fire,1_1_18,-1.96046662589,15
1.27643,1.34248,19,left,1_1_19,-0.87484375,4
1.27643,1.34248,19,right,1_1_19,-0.87484375,4
1.27643,1.34248,19,up,1_1_19,-0.87484375,4
1.27643,1.34248,19,down,1_1_19,-0.74875,3
1.27643,1.34248,19,fire,1_1_19,-0.91796875,4
1.27643,1.34248,20,left,1_1_20,-0.665625,3
1.27643,1.34248,20,right,1_1_20,-0.4875,2
1.27643,1.34248,20,up,1_1_20,-0.525,2
1.27643,1.34248,20,down,1_1_20,-0.675625,3
1.27643,1.34248,20,fire,1_1_20,-0.4875,2
1.27643,1.34248,21,left,1_1_21,-3.17251969238,21
1.27643,1.34248,21,right,1_1_21,-3.17456409342,22
1.27643,1.34248,21,up,1_1_21,-3.12901284377,21
1.27643,1.34248,21,down,1_1_21,-3.10972453566,20
1.27643,1.34248,21,fire,1_1_21,-3.15128514877,20
1.27643,1.34248,22,left,1_1_22,3.22394746522,6
1.27643,1.34248,22,right,1_1_22,25.3637586964,39
1.27643,1.34248,22,up,1_1_22,19.3986724031,6
1.27643,1.34248,22,down,1_1_22,5.12948237342,5
1.27643,1.34248,22,fire,1_1_22,-0.92746875,4
1.27643,1.34248,23,left,1_1_23,-3.02050605435,18
1.27643,1.34248,23,right,1_1_23,-2.97430175389,18
1.27643,1.34248,23,up,1_1_23,-2.99401733623,19
1.27643,1.34248,23,down,1_1_23,-3.07568680476,19
1.27643,1.34248,23,fire,1_1_23,-3.00368723315,18
1.27643,1.34248,24,left,1_1_24,-0.9428203125,5
1.27643,1.34248,24,right,1_1_24,-1.0201640625,5
1.27643,1.34248,24,up,1_1_24,-1.0332890625,5
1.27643,1.34248,24,down,1_1_24,-1.0412578125,5
1.27643,1.34248,24,fire,1_1_24,-0.92746875,4
1.27643,1.5708,0,left,1_2_0,0.0,0
1.27643,1.5708,0,right,1_2_0,0.0,0
1.27643,1.5708,0,up,1_2_0,0.0,0
1.27643,1.5708,0,down,1_2_0,0.0,0
1.27643,1.5708,0,fire,1_2_0,0.0,0
1.27643,1.5708,1,left,1_2_1,0.0,0
1.27643,1.5708,1,right,1_2_1,0.0,0
1.27643,1.5708,1,up,1_2_1,0.0,0
1.27643,1.5708,1,down,1_2_1,0.0,0
1.27643,1.5708,1,fire,1_2_1,0.0,0
1.27643,1.5708,2,left,1_2_2,0.0,0
1.27643,1.5708,2,right,1_2_2,0.0,0
1.27643,1.5708,2,up,1_2_2,0.0,0
1.27643,1.5708,2,down,1_2_2,0.0,0
1.27643,1.5708,2,fire,1_2_2,0.0,0
1.27643,1.5708,3,left,1_2_3,0.0,0
1.27643,1.5708,3,right,1_2_3,0.0,0
1.27643,1.5708,3,up,1_2_3,0.0,0
1.27643,1.5708,3,down,1_2_3,0.0,0
1.27643,1.5708,3,fire,1_2_3,0.0,0
1.27643,1.5708,4,left,1_2_4,0.0,0
1.27643,1.5708,4,right,1_2_4,0.0,0
1.27643,1.5708,4,up,1_2_4,0.0,0
1.27643,1.5708,4,down,1_2_4,0.0,0
1.27643,1.5708,4,fire,1_2_4,0.0,0
1.27643,1.5708,5,left,1_2_5,0.0,0
1.27643,1.5708,5,right,1_2_5,0.0,0
1.27643,1.5708,5,up,1_2_5,0.0,0
1.27643,1.5708,5,down,1_2_5,0.0,0
1.27643,1.5708,5,fire,1_2_5,0.0,0
1.27643,1.5708,6,left,1_2_6,0.0,0
1.27643,1.5708,6,right,1_2_6,0.0,0
1.27643,1.5708,6,up,1_2_6,0.0,0
1.27643,1.5708,6,down,1_2_6,0.0,0
1.27643,1.5708,6,fire,1_2_6,0.0,0
1.27643,1.5708,7,left,1_2_7,0.0,0
1.27643,1.5708,7,right,1_2_7,0.0,0
1.27643,1.5708,7,up,1_2_7,0.0,0
1.27643,1.5708,7,down,1_2_7,0.0,0
1.27643,1.5708,7,fire,1_2_7,0.0,0
1.27643,1.5708,8,left,1_2_8,0.0,0
1.27643,1.5708,8,right,1_2_8,0.0,0
1.27643,1.5708,8,up,1_2_8,0.0,0
1.27643,1.5708,8,down,1_2_8,0.0,0
1.27643,1.5708,8,fire,1_2_8,0.0,0
1.27643,1.5708,9,left,1_2_9,0.0,0
1.27643,1.5708,9,right,1_2_9,0.0,0
1.27643,1.5708,9,up,1_2_9,0.0,0
1.27643,1.5708,9,down,1_2_9,0.0,0
1.27643,1.5708,9,fire,1_2_9,0.0,0
1.27643,1.5708,10,left,1_2_10,-0.4375,2
1.27643,1.5708,10,right,1_2_10,-0.4375,2
1.27643,1.5708,10,up,1_2_10,-0.4875,2
1.27643,1.5708,10,down,1_2_10,-0.4375,2
1.27643,1.5708,10,fire,1_2_10,-0.4875,2
1.27643,1.5708,11,left,1_2_11,-1.75157403575,8
1.27643,1.5708,11,right,1_2_11,-1.65519805762,8
1.27643,1.5708,11,up,1_2_11,-1.61974969434,8
1.27643,1.5708,11,down,1_2_11,-1.83474426019,10
1.27643,1.5708,11,fire,1_2_11,-1.68289784355,8
1.27643,1.5708,12,left,1_2_12,-0.296002872205,5
1.27643,1.5708,12,right,1_2_12,23.9618001124,8
1.27643,1.5708,12,up,1_2_12,-0.71125,3
1.27643,1.5708,12,down,1_2_12,-0.73125,3
1.27643,1.5708,12,fire,1_2_12,-0.713125,3
1.27643,1.5708,13,left,1_2_13,-1.79176653076,9
1.27643,1.5708,13,right,1_2_13,-1.70854062494,10
1.27643,1.5708,13,up,1_2_13,-1.54338035449,8
1.27643,1.5708,13,down,1_2_13,-1.86707178622,10
1.27643,1.5708,13,fire,1_2_13,-1.64614324902,8
1.27643,1.5708,14,left,1_2_14,-0.4375,2
1.27643,1.5708,14,right,1_2_14,-0.4375,2
1.27643,1.5708,14,up,1_2_14,-0.25,1
1.27643,1.5708,14,down,1_2_14,-0.25,1
1.27643,1.5708,14,fire,1_2_14,-0.578125,3
1.27643,1.5708,15,left,1_2_15,-1.0419140625,5
1.27643,1.5708,15,right,1_2_15,-1.1164453125,5
1.27643,1.5708,15,up,1_2_15,-1.0558828125,4
1.27643,1.5708,15,down,1_2_15,-0.9709453125,5
1.27643,1.5708,15,fire,1_2_15,-1.1134453125,5
1.27643,1.5708,16,left,1_2_16,-1.58852072524,8
1.27643,1.5708,16,right,1_2_16,-1.55634974818,8
1.27643,1.5708,16,up,1_2_16,-1.64723738937,9
1.27643,1.5708,16,down,1_2_16,-1.5758755235,13
1.27643,1.5708,16,fire,1_2_16,-1.6202020375,8
1.27643,1.5708,17,left,1_2_17,8.8273298454,32
1.27643,1.5708,17,right,1_2_17,10.1025637087,16
1.27643,1.5708,17,up,1_2_17,9.08111783558,10
1.27643,1.5708,17,down,1_2_17,12.08618817,88
1.27643,1.5708,17,fire,1_2_17,10.0550592425,26
1.27643,1.5708,18,left,1_2_18,5.35588070821,24
1.27643,1.5708,18,right,1_2_18,-2.67584680794,15
1.27643,1.5708,18,up,1_2_18,4.85175947871,15
1.27643,1.5708,18,down,1_2_18,-1.47830608987,15
1.27643,1.5708,18,fire,1_2_18,-2.51851456214,14
1.27643,1.5708,19,left,1_2_19,-0.9373125,4
1.27643,1.5708,19,right,1_2_19,-0.9920390625,5
1.27643,1.5708,19,up,1_2_19,-0.88234375,4
1.27643,1.5708,19,down,1_2_19,-0.7935,3
1.27643,1.5708,19,fire,1_2_19,-0.713125,3
1.27643,1.5708,20,left,1_2_20,-0.4875,2
1.27643,1.5708,20,right,1_2_20,-0.665625,3
1.27643,1.5708,20,up,1_2_20,-0.628125,3
1.27643,1.5708,20,down,1_2_20,-0.628125,3
1.27643,1.5708,20,fire,1_2_20,-0.703125,3
1.27643,1.5708,21,left,1_2_21,-3.1239759155,21
1.27643,1.5708,21,right,1_2_21,-3.08419914362,21
1.27643,1.5708,21,up,1_2_21,-3.09123749499,21
1.27643,1.5708,21,down,1_2_21,-3.07988872881,20
1.27643,1.5708,21,fire,1_2_21,-3.10742973935,19
1.27643,1.5708,22,left,1_2_22,3.92903642942,6
1.27643,1.5708,22,right,1_2_22,50.6650719368,23
1.27643,1.5708,22,up,1_2_22,7.98561467288,7
1.27643,1.5708,22,down,1_2_22,10.1564384164,4
1.27643,1.5708,22,fire,1_2_22,17.4806643332,5
1.27643,1.5708,23,left,1_2_23,-3.09712402413,20
1.27643,1.5708,23,right,1_2_23,-3.08407677878,18
1.27643,1.5708,23,up,1_2_23,-3.02214612213,20
1.27643,1.5708,23,down,1_2_23,-3.0943516177,19
1.27643,1.5708,23,fire,1_2_23,-3.09072243279,19
